Round,Table,Players,Decks,Winner
Round 11,3,"StannersPOTUS
Yann-Guillaume Jaccard He/Him","Mardu Discard
Allies",Yann-Guillaume Jaccard won 2-0-0
Round 11,4,"Brad Barclay He/Him
Marian Bunganic He/Him","Four-Color Control
Izzet Lessons",Brad Barclay won 2-1-0
Round 11,5,"Jamie Walsh He/Him
Franco Cicchini He/Him","Four-Color Control
Izzet Prowess",Franco Cicchini won 2-1-0
Round 11,6,"Léo Guimard He/Him
Charles Rivet He/Him","Selesnya Landfall
Izzet Prowess",Charles Rivet won 2-1-0
Round 11,7,"Tommi Erola He/Him
Nathan McDowell He/Him","Mono-Green Landfall
Izzet Prowess",Nathan McDowell won 2-0-0
Round 11,8,"Will Berrington He/Him
Stefano Spurio He/Him","Mono-Green Landfall
Four-Color Elementals",Will Berrington won 2-1-0
Round 11,9,"Yanatoy
Piotr Głogowski He/Him","Izzet Opus
Izzet Lessons",Piotr Głogowski won 2-0-0
Round 11,10,"Koen de Vos
HoneycombH She/Her","Azorius Momo
Selesnya Landfall",Koen de Vos won 2-1-0
Round 11,11,"fabse He/Him
Gerardo D'Elia He/Him","Izzet Prowess
Jeskai Control",fabse won 2-0-0
Round 11,12,"Louis Wilder He/Him
Idris Killen He/Him","Izzet Prowess
Izzet Lessons",Louis Wilder won 2-0-0
Round 11,13,"Dan Rose
Callum Laird He/Him","Izzet Lessons
Izzet Prowess",Dan Rose won 2-0-0
Round 11,14,"Marco Capitanio
Bilbo_Baggins","Izzet Lessons
Izzet Prowess",Bilbo_Baggins won 2-1-0
Round 11,15,"Juan Godoy He/Him
EricNewton He/Him","Four-Color Elementals
Jeskai Control",Juan Godoy won 2-1-0
Round 11,16,"TomaszDudziec He/Him
Lucca LiPuma","Izzet Prowess
Izzet Prowess",Lucca LiPuma won 2-0-0
Round 11,17,"EricZhou He/Him
ClaudioBisioo","Izzet Prowess
Four-Color Control",ClaudioBisioo won 2-0-0
Round 11,18,"tip He/Him
Stanislau Zubovich He/Him","Selesnya Ouroboroid
Izzet Prowess",tip won 2-0-0
Round 11,19,"George Stuart He/Him
Jari Rentsch He/Him","Izzet Spellementals
Izzet Prowess",George Stuart won 2-0-0
Round 11,20,"Andreas Nordahl
Kieran Malloy He/Him","Izzet Lessons
Izzet Prowess",Andreas Nordahl won 2-0-0
Round 11,21,"Unkillable13 He/Him
Francesco Alacca He/Him","Izzet Prowess
Izzet Lessons",Unkillable13 won 2-1-0
Round 11,22,"Alvaro Nicosia He/Him
Masaya_Hoshino He/Him","Izzet Prowess
Izzet Prowess",Alvaro Nicosia won 2-1-0
Round 11,23,"Jonas_Erbe
alexwalton64 He/Him","Simic Rhythm
Izzet Spellementals",Jonas_Erbe won 2-0-0
Round 11,24,"Kim Homsma He/Him
Valentin Orru He/Him","Selesnya Landfall
Izzet Prowess",Valentin Orru won 2-0-0
Round 11,25,"Vincent Reiter He/Him
Fabian Klein","Izzet Prowess
Dimir Excruciator",Vincent Reiter won 2-1-0
Round 11,26,"George Berrett He/Him
ucoconut871 Other","Dimir Excruciator
Izzet Prowess",George Berrett won 2-1-0
Round 11,27,"Christian Kerr He/Him
Martin Ramos He/Him","Selesnya Landfall
Mono-White Momo",Christian Kerr won 2-0-0
Round 11,28,"Oscar Christensen He/Him
George Worsnop He/Him","Selesnya Ouroboroid
Izzet Prowess",Oscar Christensen won 2-0-0
Round 11,29,"Dotraki
Louis-Samuel Deltour","Izzet Prowess
Izzet Prowess",Louis-Samuel Deltour won 2-0-0
Round 11,30,"Leonardo Canalejo He/Him
TheRiedl He/Him","Boros Dragons
Izzet Lessons",TheRiedl won 2-1-0
Round 11,31,"Maciej Barwik He/Him
Victor Simon Wilhelm Lumholtz He/Him","Izzet Prowess
Selesnya Ouroboroid",Victor Simon Wilhelm Lumholtz won 2-0-0
Round 11,32,"Sean Goddard He/Him
Neil Deacon He/Him","Selesnya Ouroboroid
Izzet Prowess",Sean Goddard won 2-1-0
Round 11,33,"GliedTamas He/Him
woebringer He/Him","Sultai Control
Izzet Prowess",woebringer won 2-0-0
Round 11,34,"Titouan LE BERRE He/Him
Christian Rothen He/Him","Izzet Prowess
Jeskai Control",Christian Rothen won 2-0-0
Round 11,35,"Alex Campbell
Narzyss","-
-",Alex Campbell won 2-0-0
Round 11,36,"Ondrej Strasky He/Him
Jonah Strommenger He/Him","Izzet Lessons
Izzet Prowess",Jonah Strommenger won 2-1-0
Round 11,37,"KeesvanMontfoort
Jędrek Szmyd He/Him","Izzet Prowess
Izzet Lessons",KeesvanMontfoort won 2-0-0
Round 11,38,"Jack Young He/Him
Draysor He/Him","Izzet Spellementals
Selesnya Landfall",Jack Young won 2-0-0
Round 11,39,"gwendalvador He/Him
Callum Bousfield","Selesnya Landfall
Izzet Prowess",gwendalvador won 2-0-0
Round 11,40,"Ethanv83 He/Him
Skite He/They","Selesnya Landfall
Selesnya Landfall",Ethanv83 won 2-0-0
Round 11,41,"Noah Bacine He/Him
Nick Rogiers He/Him","Jeskai Control
Dimir Excruciator",Noah Bacine won 2-0-0
Round 11,42,"DarkDeno
Viktor Hybinette He/Him","Selesnya Landfall
Golgari Demons",DarkDeno won 2-0-0
Round 11,43,"Alexey Paulot He/Him
Landstar He/They","-
-",Alexey Paulot won 2-0-0
Round 11,44,"Rookiemookie He/Him
MangoMango She/Her","Jeskai Control
Jeskai Control",1-1-0 Draw
Round 11,45,"Verena Maccari She/Her
Daniele Vinciguerra He/Him","Izzet Prowess
Dimir Excruciator",Daniele Vinciguerra won 2-1-0
Round 11,46,"Matthieu Tassa He/Him
Theodor eliassen He/Him","Izzet Prowess
Izzet Lessons",Matthieu Tassa won 2-0-0
Round 11,47,"Tobia Daniele Nappi He/Him
Rodney Bedell","Four-Color Control
Selesnya Landfall",Tobia Daniele Nappi won 2-0-0
Round 11,48,"Tudor Marin He/Him
T0bb3 He/Him","Selesnya Ouroboroid
Izzet Prowess",T0bb3 won 2-0-0
Round 11,49,"Zaraffyro
Etienne Foare He/Him","Izzet Prowess
Izzet Lessons",Etienne Foare won 2-1-0
Round 11,50,"Pirrakos He/Him
felipins He/Him","Dimir Excruciator
Dimir Excruciator",felipins won 2-1-0
Round 11,51,"Lucas Hyttel He/Him
Lewis Foster He/Him","Mono-Green Landfall
Selesnya Landfall",Lucas Hyttel won 2-0-0
Round 11,52,"ZakP He/Him
Max Staas He/Him","Mono-Green Landfall
Dimir Excruciator",Max Staas won 2-1-0
Round 11,53,"MikeRoss He/They
Petr96 He/Him","Izzet Lessons
Four-Color Control",MikeRoss won 2-0-0
Round 11,54,"Mae French She/Her
Marcio Carvalho","Izzet Lessons
Selesnya Landfall",Marcio Carvalho won 2-0-0
Round 11,55,"Filipe Gusmão He/Him
oldemodave He/Him","Golgari Demons
Dimir Deceit",oldemodave won 2-1-0
Round 11,56,"Marco Vay He/Him
Josef Zivec He/Him","Dimir Excruciator
Bant Rhythm",Josef Zivec won 2-0-0
Round 11,57,"HarryHollingworth He/They
Pär Jones He/Him","Bant Rhythm
Golgari Midrange",HarryHollingworth won 2-0-0
Round 11,58,"Ben Jones
Charles Eliatamby He/Him","Izzet Lessons
Bant Rhythm",Ben Jones won 2-1-0
Round 11,59,"Lena Marchant She/Her
Tim Priwe He/Him","Izzet Lessons
Izzet Prowess",Tim Priwe won 2-1-0
Round 11,60,"Sören Liesener He/Him
Craig Tanner He/Him","Selesnya Ouroboroid
Izzet Prowess",1-1-0 Draw
Round 11,61,"RobinVahland He/Him
DanS106 He/Him","Songcrafter Control
Izzet Spellementals",DanS106 won 2-1-0
Round 11,62,"Olphod He/Him
GiuseppeG He/Him","Mardu Discard
Selesnya Landfall",GiuseppeG won 2-1-0
Round 11,63,"Patrickleydecker He/Him
Alexander Maier He/Him","Izzet Spellementals
Izzet Lessons",Alexander Maier won 2-0-0
Round 11,64,"Filip Tetera He/Him
Julian Lamprecht He/Him","Bant Rhythm
Selesnya Landfall",Julian Lamprecht won 2-0-0
Round 11,65,"Andrei Nikolov
swxgv He/Him","Izzet Prowess
Izzet Prowess",swxgv won 2-0-0
Round 11,66,"Giulio Tommaso Gomitoni
Elevenzees He/Him","Izzet Lessons
Izzet Lessons",Elevenzees won 2-0-0
Round 11,67,"milesofford He/Him
Alexander Stehno","Sultai Reanimator
Jeskai Control",Alexander Stehno won 2-1-0
Round 11,68,"Dylan Gregory-Martin He/They
Michael Baalham","Izzet Spellementals
Selesnya Landfall",Michael Baalham won 2-0-0
Round 11,69,"Calum Gittins He/Him
Alvaro Fernandez Torres He/Him","Izzet Prowess
Izzet Prowess",Calum Gittins won 2-0-0
Round 11,70,"Orry He/Him
Francesco Latorre He/Him","Izzet Spellementals
Izzet Prowess",Francesco Latorre won 2-0-0
Round 11,71,"Cristian Jimenez He/Him
Marco Oliveto He/Him","Four-Color Control
Golgari Rhythm",Cristian Jimenez won 2-1-0
Round 12,-,Petr96 He/Him,Four-Color Control,Petr96 was assigned a bye
Round 12,1,"Enchanted He/Him
Nathan Goldberg He/Him","Temur Omniscience
Selesnya Rhythm",Enchanted won 2-0-0
Round 12,2,"Yann-Guillaume Jaccard He/Him
Brad Barclay He/Him","Allies
Four-Color Control",Yann-Guillaume Jaccard won 2-1-0
Round 12,3,"Juan Godoy He/Him
Will Berrington He/Him","Four-Color Elementals
Mono-Green Landfall",Will Berrington won 2-0-0
Round 12,4,"Charles Rivet He/Him
Piotr Głogowski He/Him","Izzet Prowess
Izzet Lessons",Charles Rivet won 2-0-0
Round 12,5,"Dan Rose
Maxime Desiront He/Him","Izzet Lessons
Sultai Reanimator",Dan Rose won 2-0-0
Round 12,6,"Koen de Vos
Franco Cicchini He/Him","Azorius Momo
Izzet Prowess",Koen de Vos won 2-0-0
Round 12,7,"AlexMacIsaac He/Him
Bilbo_Baggins","Izzet Prowess
Izzet Prowess",AlexMacIsaac won 2-0-0
Round 12,8,"Louis Wilder He/Him
Nathan McDowell He/Him","Izzet Prowess
Izzet Prowess",Nathan McDowell won 2-1-0
Round 12,9,"fabse He/Him
StannersPOTUS","Izzet Prowess
Mardu Discard",StannersPOTUS won 2-0-0
Round 12,10,"tip He/Him
Marian Bunganic He/Him","Selesnya Ouroboroid
Izzet Lessons",tip won 2-0-0
Round 12,11,"Lucca LiPuma
ClaudioBisioo","Izzet Prowess
Four-Color Control",Lucca LiPuma won 2-0-0
Round 12,12,"KeesvanMontfoort
George Berrett He/Him","Izzet Prowess
Dimir Excruciator",KeesvanMontfoort won 2-0-0
Round 12,13,"Yanatoy
Alvaro Nicosia He/Him","Izzet Opus
Izzet Prowess",Yanatoy won 2-0-0
Round 12,14,"Jonas_Erbe
Noah Bacine He/Him","Simic Rhythm
Jeskai Control",Noah Bacine won 2-1-0
Round 12,15,"TheRiedl He/Him
Tobia Daniele Nappi He/Him","Izzet Lessons
Four-Color Control",TheRiedl won 2-1-0
Round 12,16,"Stefano Spurio He/Him
Victor Simon Wilhelm Lumholtz He/Him","Four-Color Elementals
Selesnya Ouroboroid",Victor Simon Wilhelm Lumholtz won 2-1-0
Round 12,17,"Christian Kerr He/Him
Alex Campbell","Selesnya Landfall
Jeskai Control",Christian Kerr won 2-0-0
Round 12,18,"Léo Guimard He/Him
Alexey Paulot He/Him","Selesnya Landfall
Temur Lessons",Alexey Paulot won 2-1-0
Round 12,19,"Oscar Christensen He/Him
Callum Laird He/Him","Selesnya Ouroboroid
Izzet Prowess",Callum Laird won 2-1-0
Round 12,20,"Tommi Erola He/Him
George Stuart He/Him","Mono-Green Landfall
Izzet Spellementals",Tommi Erola won 2-0-0
Round 12,21,"Jamie Walsh He/Him
Vincent Reiter He/Him","Four-Color Control
Izzet Prowess",Jamie Walsh won 2-1-0
Round 12,22,"woebringer He/Him
Ben Jones","Izzet Prowess
Izzet Lessons",woebringer won 2-1-0
Round 12,23,"Valentin Orru He/Him
Andreas Nordahl","Izzet Prowess
Izzet Lessons",Andreas Nordahl won 2-1-0
Round 12,24,"T0bb3 He/Him
Idris Killen He/Him","Izzet Prowess
Izzet Lessons",T0bb3 won 2-1-0
Round 12,25,"Gerardo D'Elia He/Him
Jonah Strommenger He/Him","Jeskai Control
Izzet Prowess",Gerardo D'Elia won 2-0-0
Round 12,26,"Jack Young He/Him
Unkillable13 He/Him","Izzet Spellementals
Izzet Prowess",Jack Young won 2-0-0
Round 12,27,"HoneycombH She/Her
Daniele Vinciguerra He/Him","Selesnya Landfall
Dimir Excruciator",Daniele Vinciguerra won 2-1-0
Round 12,28,"DarkDeno
Marco Capitanio","Selesnya Landfall
Izzet Lessons",DarkDeno won 2-1-0
Round 12,29,"gwendalvador He/Him
Matthieu Tassa He/Him","Selesnya Landfall
Izzet Prowess",gwendalvador won 2-1-0
Round 12,30,"Sean Goddard He/Him
Christian Rothen He/Him","Selesnya Ouroboroid
Jeskai Control",Sean Goddard won 2-1-0
Round 12,31,"Louis-Samuel Deltour
TomaszDudziec He/Him","Izzet Prowess
Izzet Prowess",TomaszDudziec won 2-1-0
Round 12,32,"EricNewton He/Him
MangoMango She/Her","Jeskai Control
Jeskai Control",MangoMango won 2-0-0
Round 12,33,"Rookiemookie He/Him
Stanislau Zubovich He/Him","Jeskai Control
Izzet Prowess",Stanislau Zubovich won 2-1-0
Round 12,34,"EricZhou He/Him
Etienne Foare He/Him","Izzet Prowess
Izzet Lessons",Etienne Foare won 2-0-0
Round 12,35,"felipins He/Him
ucoconut871 Other","Dimir Excruciator
Izzet Prowess",ucoconut871 won 2-0-0
Round 12,36,"Narzyss
HarryHollingworth He/They","Azorius Prison
Bant Rhythm",HarryHollingworth won 2-0-0
Round 12,37,"Tim Priwe He/Him
Rodney Bedell","Izzet Prowess
Selesnya Landfall",Rodney Bedell won 2-1-0
Round 12,38,"Max Staas He/Him
James Ball He/Him","Dimir Excruciator
Izzet Prowess",Max Staas won 2-1-0
Round 12,39,"Titouan LE BERRE He/Him
Tudor Marin He/Him","Izzet Prowess
Selesnya Ouroboroid",Titouan LE BERRE won 2-1-0
Round 12,40,"Filipe Gusmão He/Him
Skite He/They","Golgari Demons
Selesnya Landfall",Skite won 2-0-0
Round 12,41,"Dotraki
Julian Lamprecht He/Him","Izzet Prowess
Selesnya Landfall",Dotraki won 2-1-0
Round 12,42,"Masaya_Hoshino He/Him
Kieran Malloy He/Him","Izzet Prowess
Izzet Prowess",Kieran Malloy won 2-1-0
Round 12,43,"Ethanv83 He/Him
Ondrej Strasky He/Him","Selesnya Landfall
Izzet Lessons",Ethanv83 won 2-1-0
Round 12,44,"Martin Ramos He/Him
Leonardo Canalejo He/Him","Mono-White Momo
Boros Dragons",Martin Ramos won 2-1-0
Round 12,45,"DanS106 He/Him
Callum Bousfield","Izzet Spellementals
Izzet Prowess",DanS106 won 2-1-0
Round 12,46,"oldemodave He/Him
Francesco Latorre He/Him","Dimir Deceit
Izzet Prowess",Francesco Latorre won 2-0-0
Round 12,47,"Alexander Maier He/Him
Nick Rogiers He/Him","Izzet Lessons
Dimir Excruciator",Nick Rogiers won 2-1-0
Round 12,48,"Fabian Klein
Michael Baalham","Dimir Excruciator
Selesnya Landfall",Michael Baalham won 2-1-0
Round 12,49,"Maciej Barwik He/Him
Elevenzees He/Him","Izzet Prowess
Izzet Lessons",Maciej Barwik won 2-0-0
Round 12,50,"MikeRoss He/They
Draysor He/Him","Izzet Lessons
Selesnya Landfall",MikeRoss won 2-0-0
Round 12,51,"GiuseppeG He/Him
Cristian Jimenez He/Him","Selesnya Landfall
Four-Color Control",Cristian Jimenez won 2-1-0
Round 12,52,"Viktor Hybinette He/Him
GliedTamas He/Him","Golgari Demons
Sultai Control",Viktor Hybinette won 2-0-0
Round 12,53,"Verena Maccari She/Her
Jari Rentsch He/Him","Izzet Prowess
Izzet Prowess",Verena Maccari won 2-0-0
Round 12,54,"Alexander Stehno
Charles Eliatamby He/Him","Jeskai Control
Bant Rhythm",Charles Eliatamby won 2-0-0
Round 12,55,"Kim Homsma He/Him
swxgv He/Him","Selesnya Landfall
Izzet Prowess",Kim Homsma won 2-1-0
Round 12,56,"George Worsnop He/Him
Theodor eliassen He/Him","Izzet Prowess
Izzet Lessons",Theodor eliassen won 2-0-0
Round 12,57,"Marcio Carvalho
Landstar He/They","Selesnya Landfall
Selesnya Ouroboroid",Marcio Carvalho won 2-0-0
Round 12,58,"Francesco Alacca He/Him
alexwalton64 He/Him","Izzet Lessons
Izzet Spellementals",alexwalton64 won 2-0-0
Round 12,59,"Jędrek Szmyd He/Him
Calum Gittins He/Him","Izzet Lessons
Izzet Prowess",Jędrek Szmyd won 2-0-0
Round 12,60,"Lucas Hyttel He/Him
Zaraffyro","Mono-Green Landfall
Izzet Prowess",Lucas Hyttel won 2-1-0
Round 12,61,"Sören Liesener He/Him
Pirrakos He/Him","Selesnya Ouroboroid
Dimir Excruciator",Pirrakos won 2-1-0
Round 12,62,"Craig Tanner He/Him
milesofford He/Him","Izzet Prowess
Sultai Reanimator",milesofford won 2-0-0
Round 12,63,"Giulio Tommaso Gomitoni
Marco Oliveto He/Him","Izzet Lessons
Golgari Rhythm",Giulio Tommaso Gomitoni won 2-1-0
Round 12,64,"Lewis Foster He/Him
Dylan Gregory-Martin He/They","Selesnya Landfall
Izzet Spellementals",Dylan Gregory-Martin won 2-1-0
Round 12,65,"ZakP He/Him
Filip Tetera He/Him","Mono-Green Landfall
Bant Rhythm",ZakP won 2-1-0
Round 12,66,"Neil Deacon He/Him
Josef Zivec He/Him","Izzet Prowess
Bant Rhythm",Josef Zivec won 2-1-0
Round 12,67,"Patrickleydecker He/Him
Olphod He/Him","Izzet Spellementals
Mardu Discard",Patrickleydecker won 2-0-0
Round 12,68,"Alvaro Fernandez Torres He/Him
Mae French She/Her","Izzet Prowess
Izzet Lessons",Alvaro Fernandez Torres won 2-0-0
Round 12,69,"Orry He/Him
Andrei Nikolov","Izzet Spellementals
Izzet Prowess",Andrei Nikolov won 2-1-0
Round 12,70,"Pär Jones He/Him
RobinVahland He/Him","Golgari Midrange
Songcrafter Control",Pär Jones won 2-1-0
Round 12,71,"Lena Marchant She/Her
Marco Vay He/Him","Izzet Lessons
Dimir Excruciator",Lena Marchant won 2-0-0
Round 13,1,"Enchanted He/Him
Yann-Guillaume Jaccard He/Him","Temur Omniscience
Allies",Yann-Guillaume Jaccard won 2-1-0
Round 13,2,"Nathan McDowell He/Him
Koen de Vos","Izzet Prowess
Azorius Momo",Koen de Vos won 2-0-0
Round 13,3,"Charles Rivet He/Him
Will Berrington He/Him","Izzet Prowess
Mono-Green Landfall",Will Berrington won 2-1-0
Round 13,4,"StannersPOTUS
Nathan Goldberg He/Him","Mardu Discard
Selesnya Rhythm",Nathan Goldberg won 2-0-0
Round 13,5,"Dan Rose
AlexMacIsaac He/Him","Izzet Lessons
Izzet Prowess",AlexMacIsaac won 2-0-0
Round 13,6,"Lucca LiPuma
Brad Barclay He/Him","Izzet Prowess
Four-Color Control",Brad Barclay won 2-0-0
Round 13,7,"tip He/Him
Andreas Nordahl","Selesnya Ouroboroid
Izzet Lessons",tip won 2-1-0
Round 13,8,"gwendalvador He/Him
Sean Goddard He/Him","Selesnya Landfall
Selesnya Ouroboroid",Sean Goddard won 2-1-0
Round 13,9,"Jack Young He/Him
DarkDeno","Izzet Spellementals
Selesnya Landfall",Jack Young won 2-1-0
Round 13,10,"Daniele Vinciguerra He/Him
Alexey Paulot He/Him","Dimir Excruciator
Temur Lessons",Daniele Vinciguerra won 2-1-0
Round 13,11,"Gerardo D'Elia He/Him
Jamie Walsh He/Him","Jeskai Control
Four-Color Control",1-1-0 Draw
Round 13,12,"fabse He/Him
Christian Kerr He/Him","Izzet Prowess
Selesnya Landfall",fabse won 2-1-0
Round 13,13,"woebringer He/Him
TheRiedl He/Him","Izzet Prowess
Izzet Lessons",woebringer won 2-1-0
Round 13,14,"Noah Bacine He/Him
Juan Godoy He/Him","Jeskai Control
Four-Color Elementals",Juan Godoy won 2-1-0
Round 13,15,"Louis Wilder He/Him
T0bb3 He/Him","Izzet Prowess
Izzet Prowess",Louis Wilder won 2-0-0
Round 13,16,"Callum Laird He/Him
Franco Cicchini He/Him","Izzet Prowess
Izzet Prowess",Franco Cicchini won 2-1-0
Round 13,17,"Piotr Głogowski He/Him
Bilbo_Baggins","Izzet Lessons
Izzet Prowess",Piotr Głogowski won 2-1-0
Round 13,18,"Tommi Erola He/Him
Maxime Desiront He/Him","Mono-Green Landfall
Sultai Reanimator",Maxime Desiront won 2-1-0
Round 13,19,"Yanatoy
Victor Simon Wilhelm Lumholtz He/Him","Izzet Opus
Selesnya Ouroboroid",Yanatoy won 2-1-0
Round 13,20,"KeesvanMontfoort
TomaszDudziec He/Him","Izzet Prowess
Izzet Prowess",TomaszDudziec won 2-0-0
Round 13,21,"ClaudioBisioo
Stanislau Zubovich He/Him","Four-Color Control
Izzet Prowess",ClaudioBisioo won 2-1-0
Round 13,22,"Etienne Foare He/Him
MangoMango She/Her","Izzet Lessons
Jeskai Control",Etienne Foare won 2-1-0
Round 13,23,"Marian Bunganic He/Him
Léo Guimard He/Him","Izzet Lessons
Selesnya Landfall",Léo Guimard won 2-0-0
Round 13,24,"Maciej Barwik He/Him
Rodney Bedell","Izzet Prowess
Selesnya Landfall",Maciej Barwik won 2-0-0
Round 13,25,"Louis-Samuel Deltour
Marcio Carvalho","Izzet Prowess
Selesnya Landfall",Marcio Carvalho won 2-0-0
Round 13,26,"Tobia Daniele Nappi He/Him
Kieran Malloy He/Him","Four-Color Control
Izzet Prowess",Kieran Malloy won 2-1-0
Round 13,27,"ucoconut871 Other
Jonas_Erbe","Izzet Prowess
Simic Rhythm",Jonas_Erbe won 2-0-0
Round 13,28,"Valentin Orru He/Him
Nick Rogiers He/Him","Izzet Prowess
Dimir Excruciator",Valentin Orru won 2-0-0
Round 13,29,"Titouan LE BERRE He/Him
Idris Killen He/Him","Izzet Prowess
Izzet Lessons",Titouan LE BERRE won 2-1-0
Round 13,30,"alexwalton64 He/Him
Ben Jones","Izzet Spellementals
Izzet Lessons",Ben Jones won 2-0-0
Round 13,31,"Jędrek Szmyd He/Him
George Berrett He/Him","Izzet Lessons
Dimir Excruciator",Jędrek Szmyd won 2-0-0
Round 13,32,"Francesco Latorre He/Him
Marco Capitanio","Izzet Prowess
Izzet Lessons",Marco Capitanio won 2-0-0
Round 13,33,"Michael Baalham
Theodor eliassen He/Him","Selesnya Landfall
Izzet Lessons",Michael Baalham won 2-0-0
Round 13,34,"Matthieu Tassa He/Him
Charles Eliatamby He/Him","Izzet Prowess
Bant Rhythm",Matthieu Tassa won 2-0-0
Round 13,35,"Dotraki
HarryHollingworth He/They","Izzet Prowess
Bant Rhythm",HarryHollingworth won 2-0-0
Round 13,36,"Oscar Christensen He/Him
Max Staas He/Him","Selesnya Ouroboroid
Dimir Excruciator",Oscar Christensen won 2-1-0
Round 13,37,"DanS106 He/Him
Kim Homsma He/Him","Izzet Spellementals
Selesnya Landfall",DanS106 won 2-0-0
Round 13,38,"Unkillable13 He/Him
Christian Rothen He/Him","Izzet Prowess
Jeskai Control",Unkillable13 won 2-1-0
Round 13,39,"Viktor Hybinette He/Him
Martin Ramos He/Him","Golgari Demons
Mono-White Momo",Martin Ramos won 2-0-0
Round 13,40,"oldemodave He/Him
Skite He/They","Dimir Deceit
Selesnya Landfall",Skite won 2-0-0
Round 13,41,"Josef Zivec He/Him
Jonah Strommenger He/Him","Bant Rhythm
Izzet Prowess",Jonah Strommenger won 2-0-0
Round 13,42,"Vincent Reiter He/Him
Verena Maccari She/Her","Izzet Prowess
Izzet Prowess",Vincent Reiter won 2-0-0
Round 13,43,"Cristian Jimenez He/Him
Stefano Spurio He/Him","Four-Color Control
Four-Color Elementals",Stefano Spurio won 2-1-0
Round 13,44,"Alex Campbell
MikeRoss He/They","Jeskai Control
Izzet Lessons",1-1-0 Draw
Round 13,45,"Ethanv83 He/Him
George Stuart He/Him","Selesnya Landfall
Izzet Spellementals",Ethanv83 won 2-1-0
Round 13,46,"Lucas Hyttel He/Him
EricNewton He/Him","Mono-Green Landfall
Jeskai Control",Lucas Hyttel won 2-0-0
Round 13,47,"Rookiemookie He/Him
felipins He/Him","Jeskai Control
Dimir Excruciator",felipins won 2-0-0
Round 13,48,"EricZhou He/Him
James Ball He/Him","Izzet Prowess
Izzet Prowess",EricZhou won 2-1-0
Round 13,49,"Pirrakos He/Him
Callum Bousfield","Dimir Excruciator
Izzet Prowess",Pirrakos won 2-0-0
Round 13,50,"Andrei Nikolov
Patrickleydecker He/Him","Izzet Prowess
Izzet Spellementals",Patrickleydecker won 2-0-0
Round 13,51,"Neil Deacon He/Him
ZakP He/Him","Izzet Prowess
Mono-Green Landfall",Neil Deacon won 2-1-0
Round 13,52,"GiuseppeG He/Him
swxgv He/Him","Selesnya Landfall
Izzet Prowess",GiuseppeG won 2-0-0
Round 13,53,"Julian Lamprecht He/Him
Ondrej Strasky He/Him","Selesnya Landfall
Izzet Lessons",Julian Lamprecht won 2-1-0
Round 13,54,"Alexander Maier He/Him
Lena Marchant She/Her","Izzet Lessons
Izzet Lessons",Alexander Maier won 2-1-0
Round 13,55,"Calum Gittins He/Him
Jari Rentsch He/Him","Izzet Prowess
Izzet Prowess",Jari Rentsch won 2-0-0
